rutaImagen,etiqueta,estado,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\1.jpg,jeans,exito,2.9915566782148018,6.379209222456007,9.845541404168623,9.81127128698077,9.99999999998861,9.999847296142695,-9.999999999999604
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\10.jpg,jeans,exito,2.9017726860855055,6.220718395650867,9.851000938809172,9.88275735914273,9.99999999999966,9.999897471639397,-9.999999999995218
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\100.jpg,jeans,exito,2.996360438310654,6.481182832838542,9.849421557161401,9.962523234654531,9.999999999999956,-9.999985403486916,-9.999999999999245
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\101.jpg,jeans,exito,2.968966406982358,6.427419121408138,9.638654781646617,9.788428680815828,9.99999999997625,9.999870511350675,-9.999999999993564
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\102.jpg,jeans,exito,3.0132920829975465,6.841866377735678,9.375467331864332,9.883502724686151,9.999999999999586,-9.999959385966736,9.999999999986722
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\103.jpg,jeans,exito,2.9464662618898654,6.287881156330485,9.735611558041965,9.7045798794948,9.999999999961764,9.999696600903365,-9.999999999999417
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\104.jpg,jeans,exito,2.9464662618898654,6.287881156330485,9.735611558041965,9.7045798794948,9.999999999961764,9.999696600903365,-9.999999999999417
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\105.jpg,jeans,exito,3.042079682590038,6.623835633237039,9.642924919049507,9.931760380138833,-9.999999999998378,-9.999986843813218,9.999999999996962
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\106.jpg,jeans,exito,2.8826665535994134,6.061583127084333,9.917233518744116,9.936226367343805,-9.99999999999879,9.999941069619856,-9.999999999999678
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\107.jpg,jeans,exito,3.0813157547507104,7.267105646708544,9.75849532342345,9.918012728129352,9.999999999997073,9.999988128283567,-9.999999999997996
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\108.jpg,jeans,exito,3.105757003782382,7.237034524860251,9.948048969614115,9.970362386451214,9.999999999999906,-9.999999352969015,-9.999999999999725
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\109.jpg,jeans,exito,2.948179319851036,6.340593709237205,9.800087843419995,9.72449561395421,9.999999999972333,9.999740259534775,-9.999999999999009
C:\Users\damba\.cache\kagglehub\datasets\sunnykusawa\ecommerce-products-image-dataset\versions\1\ecommerce products\jeans\11.jpg,jeans,exito,2.9085238560200173,6.230622252044663,9.907886483259789,9.853344274972077,9.99999999999805,9.99987233333012,-9.999999999994992
