rutaImagen,etiqueta,estado,zernike_0,zernike_1,zernike_2,zernike_3,zernike_4,zernike_5,zernike_6,zernike_7,zernike_8,zernike_9,zernike_10,zernike_11,zernike_12,zernike_13,zernike_14,zernike_15,zernike_16,zernike_17,zernike_18,zernike_19,zernike_20,zernike_21,zernike_22,zernike_23,zernike_24
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000000.jpg,pliers,exito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000001.jpg,pliers,exito,0.3183098861837906,0.039984556368849164,0.0016688354646825563,0.06438105893481114,0.0855329739457668,0.059823928147609465,0.026283460782488242,0.09167758743576122,0.013734220133145725,0.12198212888855897,0.1117723128210767,0.041387284329704795,0.09766758380672852,0.09769258264444607,0.03174016265334273,0.09136907456930762,0.10104049975474279,0.13828243398328532,0.05066778679208227,0.14875354476809818,0.18347809718234875,0.10291574813155353,0.091000022948514,0.18920910921004555,0.11487359741232882
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000002.jpg,pliers,exito,0.3183098861837906,0.013702727055301294,0.016438166564523245,0.00905924860859131,0.03243108440109295,0.08520106681399622,0.05208137631261633,0.00953006086288094,0.05056967571575412,0.05838157730002882,0.10753193963856708,0.07331765786119157,0.119913198874522,0.0616130511160139,0.03599622264422488,0.04501703263095586,0.06082039783896394,0.052750795525942216,0.038450383235503836,0.046821802526422165,0.1925746011797691,0.11709215111021733,0.030408643800322405,0.11206817053585852,0.0728844390816102
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000003.jpg,pliers,exito,0.3183098861837905,0.1942607596596486,0.08228216008211503,0.026874852007129184,0.06299259421665512,0.0724895557771309,0.08763647999892263,0.11145638016258794,0.09094659927405159,0.09792823583693576,0.1433779430664498,0.10629338972489019,0.013665655919906422,0.13725465431535597,0.07225367840721887,0.11296628665587008,0.141382222849751,0.17824804206021594,0.12256265099878473,0.12814277406242255,0.09728430188640715,0.27396900460528134,0.23127398946415906,0.19876072909304154,0.11989397375587109
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000004.jpg,pliers,exito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000005.jpg,pliers,exito,0.31830988618379064,0.38022033622481055,0.2547230656568849,0.13589224821311688,0.09369700278096017,0.18862227072570917,0.012833837694941,0.2649957401001872,0.2476408695834326,0.2066789221832601,0.2574517787024855,0.0893288340400908,0.2280660191090874,0.304581616513929,0.168861211945446,0.09818073985990321,0.369240203596272,0.27454188517600486,0.18128285678932865,0.05715115656231727,0.07042014202838996,0.5318621755543417,0.3598430322280701,0.040888431993995916,0.3108022206200922
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000006.jpg,pliers,exito,0.31830988618379075,0.23207098573843124,0.2158072623990744,0.11165118631427436,0.08887516865579974,0.07788939398331103,0.1342343744101855,0.03046963878562238,0.11847487365680585,0.1952426179928359,0.132311236985084,0.16261309078660938,0.3569085294119223,0.07119577003963652,0.1619692026567051,0.2157937899842011,0.19494758052928643,0.21844579464154373,0.17391673404121466,0.16622718423779717,0.23041772067822044,0.07415793131220935,0.2614212835857431,0.2724057878910575,0.02458851712559317
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000007.jpg,pliers,exito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000008.jpg,pliers,exito,0.3183098861837905,0.01371037050162831,0.01791784692234077,0.03657268049904942,0.019950118439018488,0.04273893465984266,0.003218107809939515,0.061448658658381894,0.04224542774640901,0.040026309971996264,0.04003346643261833,0.09644940455523687,0.06027033108973331,0.08435046789812378,0.1067274286951168,0.09845945310264977,0.07542124531300654,0.04553288534051762,0.07901692862513644,0.11480953610402904,0.15034866992101478,0.09960677033373662,0.1997726120765941,0.14573096954755915,0.1176693971861128
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000009.jpg,pliers,exito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
